"round_date","round_no","hole_no","shot_no","putt","completed","left_to_pin_before","left_to_pin_after","penalty","player_name","name","course_id","start_tee","score","par","yards","lie_after","lie_before","club","direction"
2016-06-25,3,11,1,NA,TRUE,5724,96,NA,"David Horsey","BMW International Open",63,1,3,3,157,"Green","Tee","iron","short right"
2016-06-25,3,11,2,TRUE,TRUE,96,12,NA,"David Horsey","BMW International Open",63,1,3,3,157,"Green","Green","putter","left"
2016-06-25,3,11,3,TRUE,TRUE,12,1,NA,"David Horsey","BMW International Open",63,1,3,3,157,"Hole","Green","putter","center"
2016-06-25,3,18,1,NA,TRUE,16164,7020,NA,"David Horsey","BMW International Open",63,1,4,4,456,"Fairway","Tee","driver","center"
2016-06-25,3,18,3,FALSE,TRUE,1584,60,NA,"David Horsey","BMW International Open",63,1,4,4,456,"Green","Fairway","wedge","short"
2016-06-25,3,18,4,TRUE,TRUE,60,1,NA,"David Horsey","BMW International Open",63,1,4,4,456,"Hole","Green","putter","center"
2016-06-25,3,18,2,NA,TRUE,7020,1584,NA,"David Horsey","BMW International Open",63,1,4,4,456,"Fairway","Fairway","iron","short right"
2016-06-25,3,16,1,NA,TRUE,6084,288,NA,"David Horsey","BMW International Open",63,1,3,3,194,"Green","Tee","iron","long right"
2016-06-25,3,16,2,TRUE,TRUE,288,12,NA,"David Horsey","BMW International Open",63,1,3,3,194,"Green","Green","putter","short"
2016-06-25,3,16,3,TRUE,TRUE,12,1,NA,"David Horsey","BMW International Open",63,1,3,3,194,"Hole","Green","putter","center"
2016-06-26,4,1,1,NA,TRUE,12528,4212,NA,"David Horsey","BMW International Open",63,1,4,4,357,"Fairway Bunker","Tee","hybrid","right"
2016-06-26,4,1,2,FALSE,TRUE,4212,504,NA,"David Horsey","BMW International Open",63,1,4,4,357,"Greenside Bunker","Fairway Bunker","iron","short right"
2016-06-26,4,1,4,TRUE,TRUE,60,1,NA,"David Horsey","BMW International Open",63,1,4,4,357,"Hole","Green","putter","center"
2016-06-26,4,1,3,FALSE,TRUE,504,60,NA,"David Horsey","BMW International Open",63,1,4,4,357,"Green","Greenside Bunker","wedge","long"
2016-06-26,4,7,2,NA,TRUE,11772,3816,NA,"David Horsey","BMW International Open",63,1,4,5,577,"Fairway","Fairway","hybrid","center"
2016-06-26,4,7,1,NA,TRUE,20520,11772,NA,"David Horsey","BMW International Open",63,1,4,5,577,"Fairway","Tee","driver","center"
2016-06-26,4,7,3,FALSE,TRUE,3816,12,NA,"David Horsey","BMW International Open",63,1,4,5,577,"Green","Fairway","wedge","center"
2016-06-26,4,7,4,TRUE,TRUE,12,1,NA,"David Horsey","BMW International Open",63,1,4,5,577,"Hole","Green","putter","center"
2016-06-26,4,5,1,NA,TRUE,15480,5472,NA,"David Horsey","BMW International Open",63,1,4,4,436,"Fairway","Tee","driver","center"
2016-06-26,4,5,3,FALSE,TRUE,468,36,NA,"David Horsey","BMW International Open",63,1,4,4,436,"Green","Fairway","wedge","short"
2016-06-26,4,5,4,TRUE,TRUE,36,1,NA,"David Horsey","BMW International Open",63,1,4,4,436,"Hole","Green","putter","center"
2016-06-26,4,5,2,FALSE,TRUE,5472,468,NA,"David Horsey","BMW International Open",63,1,4,4,436,"Fairway","Fairway","iron","right"
2016-06-26,4,4,1,NA,TRUE,6732,900,NA,"David Horsey","BMW International Open",63,1,3,3,189,"Rough","Tee","iron","long right"
2016-06-26,4,4,2,FALSE,TRUE,900,60,NA,"David Horsey","BMW International Open",63,1,3,3,189,"Green","Rough","wedge","short"
2016-06-26,4,4,3,TRUE,TRUE,60,1,NA,"David Horsey","BMW International Open",63,1,3,3,189,"Hole","Green","putter","center"
2016-06-26,4,2,1,NA,TRUE,15084,6048,NA,"David Horsey","BMW International Open",63,1,4,4,425,"Fairway Bunker","Tee","driver","left"
2016-06-26,4,2,3,FALSE,TRUE,828,12,NA,"David Horsey","BMW International Open",63,1,4,4,425,"Green","Rough","wedge","short"
2016-06-26,4,2,4,TRUE,TRUE,12,1,NA,"David Horsey","BMW International Open",63,1,4,4,425,"Hole","Green","putter","center"
2016-06-26,4,2,2,FALSE,TRUE,6048,828,NA,"David Horsey","BMW International Open",63,1,4,4,425,"Rough","Fairway Bunker","iron","long right"
2016-06-26,4,9,2,FALSE,TRUE,7380,1548,NA,"David Horsey","BMW International Open",63,1,5,4,469,"Fairway","Fairway Bunker","iron","center"
2016-06-26,4,9,1,NA,TRUE,16596,7380,NA,"David Horsey","BMW International Open",63,1,5,4,469,"Fairway Bunker","Tee","driver","right"
2016-06-26,4,9,3,FALSE,TRUE,1548,120,NA,"David Horsey","BMW International Open",63,1,5,4,469,"Green","Fairway","wedge","short"
2016-06-26,4,9,4,TRUE,TRUE,120,36,NA,"David Horsey","BMW International Open",63,1,5,4,469,"Green","Green","putter","long left"
2016-06-26,4,9,5,TRUE,TRUE,36,1,NA,"David Horsey","BMW International Open",63,1,5,4,469,"Hole","Green","putter","center"
2016-06-26,4,3,1,NA,TRUE,19476,10008,NA,"David Horsey","BMW International Open",63,1,5,5,547,"Fairway","Tee","driver","center"
2016-06-26,4,3,3,FALSE,TRUE,1476,600,NA,"David Horsey","BMW International Open",63,1,5,5,547,"Green","Fairway","wedge","short"
2016-06-26,4,3,4,TRUE,TRUE,600,84,NA,"David Horsey","BMW International Open",63,1,5,5,547,"Green","Green","putter","left"
2016-06-26,4,3,5,TRUE,TRUE,84,1,NA,"David Horsey","BMW International Open",63,1,5,5,547,"Hole","Green","putter","center"
2016-06-26,4,3,2,FALSE,TRUE,10008,1476,NA,"David Horsey","BMW International Open",63,1,5,5,547,"Fairway","Fairway","fw wood","short left"
2016-06-26,4,6,1,NA,TRUE,15480,6012,NA,"David Horsey","BMW International Open",63,1,3,4,435,"Fairway","Tee","driver","center"
2016-06-26,4,6,2,NA,TRUE,6012,216,NA,"David Horsey","BMW International Open",63,1,3,4,435,"Green","Fairway","iron","center"
2016-06-26,4,6,3,TRUE,TRUE,216,1,NA,"David Horsey","BMW International Open",63,1,3,4,435,"Hole","Green","putter","center"
2016-06-26,4,11,1,NA,TRUE,5868,144,NA,"David Horsey","BMW International Open",63,1,3,3,157,"Green","Tee","iron","short"
2016-06-26,4,11,2,TRUE,TRUE,144,24,NA,"David Horsey","BMW International Open",63,1,3,3,157,"Green","Green","putter","right"
2016-06-26,4,11,3,TRUE,TRUE,24,1,NA,"David Horsey","BMW International Open",63,1,3,3,157,"Hole","Green","putter","center"
2016-06-26,4,8,1,NA,TRUE,7776,432,NA,"David Horsey","BMW International Open",63,1,3,3,215,"Green","Tee","iron","right"
2016-06-26,4,8,2,TRUE,TRUE,432,48,NA,"David Horsey","BMW International Open",63,1,3,3,215,"Green","Green","putter","long right"
2016-06-26,4,8,3,TRUE,TRUE,48,1,NA,"David Horsey","BMW International Open",63,1,3,3,215,"Hole","Green","putter","center"
2016-06-26,4,12,1,NA,TRUE,16560,6912,NA,"David Horsey","BMW International Open",63,1,5,4,465,"Rough","Tee","driver","right"
2016-06-26,4,12,3,FALSE,TRUE,2304,108,NA,"David Horsey","BMW International Open",63,1,5,4,465,"Green","Fairway","wedge","right"
2016-06-26,4,12,4,TRUE,TRUE,108,36,NA,"David Horsey","BMW International Open",63,1,5,4,465,"Green","Green","putter","left"
2016-06-26,4,12,5,TRUE,TRUE,36,1,NA,"David Horsey","BMW International Open",63,1,5,4,465,"Hole","Green","putter","center"
2016-06-26,4,12,2,FALSE,TRUE,6912,2304,NA,"David Horsey","BMW International Open",63,1,5,4,465,"Fairway","Rough","iron","left"
2016-06-26,4,10,1,NA,TRUE,14472,5328,NA,"David Horsey","BMW International Open",63,1,4,4,417,"Rough","Tee","driver","right"
2016-06-26,4,10,2,FALSE,TRUE,5328,576,NA,"David Horsey","BMW International Open",63,1,4,4,417,"Green","Rough","iron","center"
2016-06-26,4,10,3,TRUE,TRUE,576,24,NA,"David Horsey","BMW International Open",63,1,4,4,417,"Green","Green","putter","left"
2016-06-26,4,10,4,TRUE,TRUE,24,1,NA,"David Horsey","BMW International Open",63,1,4,4,417,"Hole","Green","putter","center"
2016-06-26,4,13,1,NA,TRUE,18504,8964,NA,"David Horsey","BMW International Open",63,1,4,5,519,"Fairway","Tee","driver","center"
2016-06-26,4,13,2,NA,TRUE,8964,864,NA,"David Horsey","BMW International Open",63,1,4,5,519,"Rough","Fairway","hybrid","short"
2016-06-26,4,13,3,FALSE,TRUE,864,48,NA,"David Horsey","BMW International Open",63,1,4,5,519,"Green","Rough","wedge","right"
2016-06-26,4,13,4,TRUE,TRUE,48,1,NA,"David Horsey","BMW International Open",63,1,4,5,519,"Hole","Green","putter","center"
2016-06-26,4,14,1,NA,TRUE,16164,7308,NA,"David Horsey","BMW International Open",63,1,4,4,455,"Fairway","Tee","driver","center"
2016-06-26,4,14,2,NA,TRUE,7308,432,NA,"David Horsey","BMW International Open",63,1,4,4,455,"Green","Fairway","iron","short"
2016-06-26,4,14,3,TRUE,TRUE,432,12,NA,"David Horsey","BMW International Open",63,1,4,4,455,"Green","Green","putter","right"
2016-06-26,4,14,4,TRUE,TRUE,12,1,NA,"David Horsey","BMW International Open",63,1,4,4,455,"Hole","Green","putter","center"
2016-06-26,4,16,1,NA,TRUE,6948,360,NA,"David Horsey","BMW International Open",63,1,3,3,194,"Rough","Tee","iron","right"
2016-06-26,4,16,2,FALSE,TRUE,360,84,NA,"David Horsey","BMW International Open",63,1,3,3,194,"Green","Rough","wedge","long left"
2016-06-26,4,16,3,TRUE,TRUE,84,1,NA,"David Horsey","BMW International Open",63,1,3,3,194,"Hole","Green","putter","center"
2016-06-26,4,18,2,FALSE,TRUE,7452,1980,NA,"David Horsey","BMW International Open",63,1,4,4,456,"Fairway","Rough","iron","center"
2016-06-26,4,18,1,NA,TRUE,16200,7452,NA,"David Horsey","BMW International Open",63,1,4,4,456,"Rough","Tee","driver","right"
2016-06-26,4,18,3,FALSE,TRUE,1980,84,NA,"David Horsey","BMW International Open",63,1,4,4,456,"Green","Fairway","wedge","right"
2016-06-26,4,18,4,TRUE,TRUE,84,1,NA,"David Horsey","BMW International Open",63,1,4,4,456,"Hole","Green","putter","center"
2016-06-26,4,17,1,NA,TRUE,9540,468,NA,"David Horsey","BMW International Open",63,1,3,4,397,"Intermediate Rough","Tee","driver","short left"
2016-06-26,4,17,2,FALSE,TRUE,468,60,NA,"David Horsey","BMW International Open",63,1,3,4,397,"Green","Intermediate Rough","wedge","long"
2016-06-26,4,17,3,TRUE,TRUE,60,1,NA,"David Horsey","BMW International Open",63,1,3,4,397,"Hole","Green","putter","center"
2016-06-30,1,3,3,FALSE,TRUE,19908,10404,NA,"David Horsey","100th Open de France",26,1,7,5,558,"Intermediate Rough","Other","driver","right"
2016-06-30,1,3,4,FALSE,TRUE,10404,3960,NA,"David Horsey","100th Open de France",26,1,7,5,558,"Fairway","Intermediate Rough","iron","center"
2016-06-30,1,3,1,NA,TRUE,19908,NA,NA,"David Horsey","100th Open de France",26,1,7,5,558,"Out of Bounds","Tee","driver","right"
2016-06-30,1,3,5,FALSE,TRUE,3960,204,NA,"David Horsey","100th Open de France",26,1,7,5,558,"Green","Fairway","iron","right"
2016-06-30,1,3,6,TRUE,TRUE,204,12,NA,"David Horsey","100th Open de France",26,1,7,5,558,"Green","Green","putter","center"
2016-06-30,1,3,7,TRUE,TRUE,12,1,NA,"David Horsey","100th Open de France",26,1,7,5,558,"Hole","Green","putter","center"
2016-06-30,1,1,1,NA,TRUE,14940,5796,NA,"David Horsey","100th Open de France",26,1,4,4,419,"Fairway","Tee","driver","center"
2016-06-30,1,1,2,NA,TRUE,5796,252,NA,"David Horsey","100th Open de France",26,1,4,4,419,"Green","Fairway","iron","center"
2016-06-30,1,1,3,TRUE,TRUE,252,12,NA,"David Horsey","100th Open de France",26,1,4,4,419,"Green","Green","putter","left"
2016-06-30,1,1,4,TRUE,TRUE,12,1,NA,"David Horsey","100th Open de France",26,1,4,4,419,"Hole","Green","putter","center"
2016-06-30,1,4,1,NA,TRUE,17388,8352,NA,"David Horsey","100th Open de France",26,1,4,4,487,"Fairway","Tee","driver","center"
2016-06-30,1,4,2,NA,TRUE,8352,252,NA,"David Horsey","100th Open de France",26,1,4,4,487,"Green","Fairway","hybrid","center"
2016-06-30,1,4,3,TRUE,TRUE,252,12,NA,"David Horsey","100th Open de France",26,1,4,4,487,"Green","Green","putter","right"
2016-06-30,1,4,4,TRUE,TRUE,12,1,NA,"David Horsey","100th Open de France",26,1,4,4,487,"Hole","Green","putter","center"
2016-06-30,1,2,1,NA,TRUE,7344,252,NA,"David Horsey","100th Open de France",26,1,4,3,210,"Greenside Bunker","Tee","iron","right"
2016-06-30,1,2,2,FALSE,TRUE,252,48,NA,"David Horsey","100th Open de France",26,1,4,3,210,"Green","Greenside Bunker","wedge","center"
2016-06-30,1,2,3,TRUE,TRUE,48,12,NA,"David Horsey","100th Open de France",26,1,4,3,210,"Green","Green","putter","left"
2016-06-30,1,2,4,TRUE,TRUE,12,1,NA,"David Horsey","100th Open de France",26,1,4,3,210,"Hole","Green","putter","center"
2016-06-30,1,15,1,NA,TRUE,14508,5652,NA,"David Horsey","100th Open de France",26,1,5,4,408,"Fairway","Tee","driver","center"
2016-06-30,1,15,2,NA,TRUE,5652,396,NA,"David Horsey","100th Open de France",26,1,5,4,408,"Green","Fairway","iron","right"
2016-06-30,1,15,3,TRUE,TRUE,396,60,NA,"David Horsey","100th Open de France",26,1,5,4,408,"Green","Green","putter","long left"
2016-06-30,1,15,4,TRUE,TRUE,60,12,NA,"David Horsey","100th Open de France",26,1,5,4,408,"Green","Green","putter","right"
2016-06-30,1,15,5,TRUE,TRUE,12,1,NA,"David Horsey","100th Open de France",26,1,5,4,408,"Hole","Green","putter","center"
2016-06-30,1,14,1,NA,TRUE,21240,10836,NA,"David Horsey","100th Open de France",26,1,5,5,595,"Fairway","Tee","driver","center"
2016-06-30,1,14,3,FALSE,TRUE,3168,432,NA,"David Horsey","100th Open de France",26,1,5,5,595,"Green","Fairway","wedge","long"
2016-06-30,1,14,4,TRUE,TRUE,432,36,NA,"David Horsey","100th Open de France",26,1,5,5,595,"Green","Green","putter","long left"
2016-06-30,1,14,5,TRUE,TRUE,36,1,NA,"David Horsey","100th Open de France",26,1,5,5,595,"Hole","Green","putter","center"
2016-06-30,1,14,2,NA,TRUE,10836,3168,NA,"David Horsey","100th Open de France",26,1,5,5,595,"Fairway","Fairway","iron","center"
2016-06-30,1,16,1,NA,TRUE,5796,144,NA,"David Horsey","100th Open de France",26,1,2,3,177,"Green","Tee","iron","center"
2016-06-30,1,16,2,TRUE,TRUE,144,1,NA,"David Horsey","100th Open de France",26,1,2,3,177,"Hole","Green","putter","center"
2016-06-30,1,8,2,FALSE,TRUE,1188,180,NA,"David Horsey","100th Open de France",26,1,4,3,208,"Green","Intermediate Rough","wedge","short"
2016-06-30,1,8,3,TRUE,TRUE,180,12,NA,"David Horsey","100th Open de France",26,1,4,3,208,"Green","Green","putter","right"
2016-06-30,1,8,4,TRUE,TRUE,12,1,NA,"David Horsey","100th Open de France",26,1,4,3,208,"Hole","Green","putter","center"
2016-06-30,1,13,1,NA,TRUE,14760,5472,NA,"David Horsey","100th Open de France",26,1,5,4,415,"Fairway","Tee","driver","center"
2016-06-30,1,13,3,FALSE,TRUE,432,60,NA,"David Horsey","100th Open de France",26,1,5,4,415,"Green","Rough","wedge","short"
2016-06-30,1,13,4,TRUE,TRUE,60,12,NA,"David Horsey","100th Open de France",26,1,5,4,415,"Green","Green","putter","left"
2016-06-30,1,13,5,TRUE,TRUE,12,1,NA,"David Horsey","100th Open de France",26,1,5,4,415,"Hole","Green","putter","center"
2016-06-30,1,13,2,NA,TRUE,5472,432,NA,"David Horsey","100th Open de France",26,1,5,4,415,"Rough","Fairway","iron","right"
2016-06-30,1,12,2,NA,TRUE,7776,264,NA,"David Horsey","100th Open de France",26,1,3,4,433,"Green","Fairway","hybrid","center"
2016-06-30,1,12,3,TRUE,TRUE,264,1,NA,"David Horsey","100th Open de France",26,1,3,4,433,"Hole","Green","putter","center"
2016-06-30,1,17,1,NA,TRUE,16560,8460,NA,"David Horsey","100th Open de France",26,1,4,4,480,"Fairway","Tee","driver","center"
2016-06-30,1,17,2,NA,TRUE,8460,180,NA,"David Horsey","100th Open de France",26,1,4,4,480,"Green","Fairway","fw wood","center"
2016-06-30,1,17,3,TRUE,TRUE,180,12,NA,"David Horsey","100th Open de France",26,1,4,4,480,"Green","Green","putter","right"
2016-06-30,1,17,4,TRUE,TRUE,12,1,NA,"David Horsey","100th Open de France",26,1,4,4,480,"Hole","Green","putter","center"
2016-06-30,1,18,1,NA,TRUE,16776,5832,NA,"David Horsey","100th Open de France",26,1,3,4,471,"Intermediate Rough","Tee","driver","right"
2016-06-30,1,18,2,FALSE,TRUE,5832,96,NA,"David Horsey","100th Open de France",26,1,3,4,471,"Green","Intermediate Rough","iron","center"
2016-06-30,1,18,3,TRUE,TRUE,96,1,NA,"David Horsey","100th Open de France",26,1,3,4,471,"Hole","Green","putter","center"
2016-06-30,1,11,1,NA,TRUE,6336,240,NA,"David Horsey","100th Open de France",26,1,2,3,178,"Green","Tee","iron","short right"
2016-06-30,1,11,2,TRUE,TRUE,240,1,NA,"David Horsey","100th Open de France",26,1,2,3,178,"Hole","Green","putter","center"
2016-07-01,2,5,1,NA,TRUE,14400,4464,NA,"David Horsey","100th Open de France",26,10,4,4,405,"Fairway","Tee","driver","center"
2016-07-01,2,5,2,NA,TRUE,4464,216,NA,"David Horsey","100th Open de France",26,10,4,4,405,"Green","Fairway","wedge","center"
2016-07-01,2,5,3,TRUE,TRUE,216,12,NA,"David Horsey","100th Open de France",26,10,4,4,405,"Green","Green","putter","long right"
2016-07-01,2,5,4,TRUE,TRUE,12,1,NA,"David Horsey","100th Open de France",26,10,4,4,405,"Hole","Green","putter","center"
2016-07-01,2,2,1,NA,TRUE,7200,720,NA,"David Horsey","100th Open de France",26,10,3,3,210,"Greenside Bunker","Tee","iron","right"
2016-07-01,2,2,2,FALSE,TRUE,720,84,NA,"David Horsey","100th Open de France",26,10,3,3,210,"Green","Greenside Bunker","wedge","center"
2016-07-01,2,2,3,TRUE,TRUE,84,1,NA,"David Horsey","100th Open de France",26,10,3,3,210,"Hole","Green","putter","center"
2016-07-01,2,1,1,NA,TRUE,14940,6408,NA,"David Horsey","100th Open de France",26,10,5,4,419,"Fairway","Tee","driver","center"
2016-07-01,2,1,2,NA,TRUE,6408,324,NA,"David Horsey","100th Open de France",26,10,5,4,419,"Rough","Fairway","iron","long right"
2016-07-01,2,1,3,FALSE,TRUE,324,288,NA,"David Horsey","100th Open de France",26,10,5,4,419,"Green","Rough","wedge","long"
2016-07-01,2,1,4,TRUE,TRUE,288,12,NA,"David Horsey","100th Open de France",26,10,5,4,419,"Green","Green","putter","long right"
2016-07-01,2,1,5,TRUE,TRUE,12,1,NA,"David Horsey","100th Open de France",26,10,5,4,419,"Hole","Green","putter","center"
2016-07-01,2,3,1,NA,TRUE,19872,9792,NA,"David Horsey","100th Open de France",26,10,6,5,558,"Rough","Tee","driver","left"
2016-07-01,2,3,4,FALSE,TRUE,2628,216,NA,"David Horsey","100th Open de France",26,10,6,5,558,"Green","Rough","wedge","center"
2016-07-01,2,3,5,TRUE,TRUE,216,12,NA,"David Horsey","100th Open de France",26,10,6,5,558,"Green","Green","putter","left"
2016-07-01,2,3,6,TRUE,TRUE,12,1,NA,"David Horsey","100th Open de France",26,10,6,5,558,"Hole","Green","putter","center"
2016-07-01,2,3,2,FALSE,TRUE,9792,7056,NA,"David Horsey","100th Open de France",26,10,6,5,558,"Rough","Rough","wedge","left"
2016-07-01,2,3,3,FALSE,TRUE,7056,2628,NA,"David Horsey","100th Open de France",26,10,6,5,558,"Rough","Rough","iron","right"
2016-07-01,2,7,1,NA,TRUE,16272,6804,NA,"David Horsey","100th Open de France",26,10,4,4,457,"Fairway","Tee","driver","center"
2016-07-01,2,7,2,NA,TRUE,6804,324,NA,"David Horsey","100th Open de France",26,10,4,4,457,"Green","Fairway","iron","center"
2016-07-01,2,7,3,TRUE,TRUE,324,12,NA,"David Horsey","100th Open de France",26,10,4,4,457,"Green","Green","putter","left"
2016-07-01,2,7,4,TRUE,TRUE,12,1,NA,"David Horsey","100th Open de France",26,10,4,4,457,"Hole","Green","putter","center"
2016-07-01,2,6,1,NA,TRUE,13500,3852,NA,"David Horsey","100th Open de France",26,10,4,4,381,"Fairway","Tee","driver","center"
2016-07-01,2,6,2,NA,TRUE,3852,252,NA,"David Horsey","100th Open de France",26,10,4,4,381,"Green","Fairway","wedge","short left"
2016-07-01,2,6,3,TRUE,TRUE,252,12,NA,"David Horsey","100th Open de France",26,10,4,4,381,"Green","Green","putter","right"
2016-07-01,2,6,4,TRUE,TRUE,12,1,NA,"David Horsey","100th Open de France",26,10,4,4,381,"Hole","Green","putter","center"
2016-07-01,2,4,1,NA,TRUE,17316,8460,NA,"David Horsey","100th Open de France",26,10,4,4,487,"Fairway","Tee","driver","center"
2016-07-01,2,4,2,FALSE,TRUE,8460,252,NA,"David Horsey","100th Open de France",26,10,4,4,487,"Green","Fairway","hybrid","center"
2016-07-01,2,4,3,TRUE,TRUE,252,12,NA,"David Horsey","100th Open de France",26,10,4,4,487,"Green","Green","putter","short"
2016-07-01,2,4,4,TRUE,TRUE,12,1,NA,"David Horsey","100th Open de France",26,10,4,4,487,"Hole","Green","putter","center"
2016-07-01,2,8,1,NA,TRUE,7488,720,NA,"David Horsey","100th Open de France",26,10,5,3,208,"Rough","Tee","iron","long right"
2016-07-01,2,8,2,FALSE,TRUE,720,252,NA,"David Horsey","100th Open de France",26,10,5,3,208,"Green","Rough","wedge","short"
2016-07-01,2,8,3,TRUE,TRUE,252,36,NA,"David Horsey","100th Open de France",26,10,5,3,208,"Green","Green","putter","long right"
2016-07-01,2,8,4,TRUE,TRUE,36,12,NA,"David Horsey","100th Open de France",26,10,5,3,208,"Green","Green","putter","right"
2016-07-01,2,8,5,TRUE,TRUE,12,1,NA,"David Horsey","100th Open de France",26,10,5,3,208,"Hole","Green","putter","center"
2016-07-01,2,9,2,FALSE,TRUE,12240,8316,NA,"David Horsey","100th Open de France",26,10,6,5,592,"Fairway","Rough","iron","center"
2016-07-01,2,9,3,FALSE,TRUE,8316,648,NA,"David Horsey","100th Open de France",26,10,6,5,592,"Rough","Fairway","hybrid","left"
2016-07-01,2,9,1,NA,TRUE,21240,12240,NA,"David Horsey","100th Open de France",26,10,6,5,592,"Rough","Tee","driver","right"
2016-07-01,2,9,4,FALSE,TRUE,648,180,NA,"David Horsey","100th Open de France",26,10,6,5,592,"Green","Rough","wedge","long"
2016-07-01,2,9,5,TRUE,TRUE,180,12,NA,"David Horsey","100th Open de France",26,10,6,5,592,"Green","Green","putter","right"
2016-07-01,2,9,6,TRUE,TRUE,12,1,NA,"David Horsey","100th Open de France",26,10,6,5,592,"Hole","Green","putter","center"
2016-07-01,2,13,1,NA,TRUE,14796,5472,NA,"David Horsey","100th Open de France",26,10,5,4,415,"Rough","Tee","driver","left"
2016-07-01,2,13,3,FALSE,TRUE,2916,84,NA,"David Horsey","100th Open de France",26,10,5,4,415,"Green","Fairway","wedge","center"
2016-07-01,2,13,2,FALSE,TRUE,5472,2916,NA,"David Horsey","100th Open de France",26,10,5,4,415,"Fairway","Rough","wedge","center"
2016-07-01,2,13,4,TRUE,TRUE,84,12,NA,"David Horsey","100th Open de France",26,10,5,4,415,"Green","Green","putter","right"
2016-07-01,2,13,5,TRUE,TRUE,12,1,NA,"David Horsey","100th Open de France",26,10,5,4,415,"Hole","Green","putter","center"
2016-07-01,2,16,1,NA,TRUE,6372,540,NA,"David Horsey","100th Open de France",26,10,3,3,177,"Green","Tee","iron","center"
2016-07-01,2,16,2,TRUE,TRUE,540,48,NA,"David Horsey","100th Open de France",26,10,3,3,177,"Green","Green","putter","short right"
2016-07-01,2,16,3,TRUE,TRUE,48,1,NA,"David Horsey","100th Open de France",26,10,3,3,177,"Hole","Green","putter","center"
2016-07-01,2,15,1,NA,TRUE,14472,4500,NA,"David Horsey","100th Open de France",26,10,4,4,408,"Fairway","Tee","iron","center"
2016-07-01,2,15,2,NA,TRUE,4500,216,NA,"David Horsey","100th Open de France",26,10,4,4,408,"Green","Fairway","wedge","center"
2016-07-01,2,15,3,TRUE,TRUE,216,12,NA,"David Horsey","100th Open de France",26,10,4,4,408,"Green","Green","putter","left"
2016-07-01,2,15,4,TRUE,TRUE,12,1,NA,"David Horsey","100th Open de France",26,10,4,4,408,"Hole","Green","putter","center"
2016-07-01,2,10,1,NA,TRUE,13320,4572,NA,"David Horsey","100th Open de France",26,10,4,4,375,"Fairway","Tee","hybrid","center"
2016-07-01,2,10,2,NA,TRUE,4572,108,NA,"David Horsey","100th Open de France",26,10,4,4,375,"Green","Fairway","wedge","center"
2016-07-01,2,10,3,TRUE,TRUE,108,12,NA,"David Horsey","100th Open de France",26,10,4,4,375,"Green","Green","putter","left"
2016-07-01,2,10,4,TRUE,TRUE,12,1,NA,"David Horsey","100th Open de France",26,10,4,4,375,"Hole","Green","putter","center"
2016-07-01,2,11,1,NA,TRUE,6768,396,NA,"David Horsey","100th Open de France",26,10,4,3,178,"Green","Tee","iron","center"
2016-07-01,2,11,2,TRUE,TRUE,396,120,NA,"David Horsey","100th Open de France",26,10,4,3,178,"Green","Green","putter","long left"
2016-07-01,2,11,3,TRUE,TRUE,120,24,NA,"David Horsey","100th Open de France",26,10,4,3,178,"Green","Green","putter","long right"
2016-07-01,2,11,4,TRUE,TRUE,24,1,NA,"David Horsey","100th Open de France",26,10,4,3,178,"Hole","Green","putter","center"
2016-07-01,2,14,2,FALSE,TRUE,11880,5724,NA,"David Horsey","100th Open de France",26,10,5,5,595,"Fairway","Rough","iron","center"
2016-07-01,2,14,1,NA,TRUE,21204,11880,NA,"David Horsey","100th Open de France",26,10,5,5,595,"Rough","Tee","driver","right"
2016-07-01,2,14,3,FALSE,TRUE,5724,252,NA,"David Horsey","100th Open de France",26,10,5,5,595,"Green","Fairway","iron","long left"
2016-07-01,2,14,4,TRUE,TRUE,252,12,NA,"David Horsey","100th Open de France",26,10,5,5,595,"Green","Green","putter","left"
2016-07-01,2,14,5,TRUE,TRUE,12,1,NA,"David Horsey","100th Open de France",26,10,5,5,595,"Hole","Green","putter","center"
2016-07-01,2,12,1,NA,TRUE,14760,5832,NA,"David Horsey","100th Open de France",26,10,4,4,433,"Fairway","Tee","driver","center"
2016-07-01,2,12,2,NA,TRUE,5832,300,NA,"David Horsey","100th Open de France",26,10,4,4,433,"Green","Fairway","iron","center"
2016-07-01,2,12,3,TRUE,TRUE,300,12,NA,"David Horsey","100th Open de France",26,10,4,4,433,"Green","Green","iron","center"
2016-07-01,2,12,4,TRUE,TRUE,12,1,NA,"David Horsey","100th Open de France",26,10,4,4,433,"Hole","Green","putter","center"
2016-07-01,2,18,1,NA,TRUE,16776,7272,NA,"David Horsey","100th Open de France",26,10,4,4,471,"Fairway","Tee","fw wood","center"
2016-07-01,2,18,2,NA,TRUE,7272,612,NA,"David Horsey","100th Open de France",26,10,4,4,471,"Green","Fairway","iron","center"
2016-07-01,2,18,3,TRUE,TRUE,612,12,NA,"David Horsey","100th Open de France",26,10,4,4,471,"Green","Green","iron","left"
2016-07-01,2,18,4,TRUE,TRUE,12,1,NA,"David Horsey","100th Open de France",26,10,4,4,471,"Hole","Green","putter","center"
2016-07-01,2,17,1,NA,TRUE,16920,8352,NA,"David Horsey","100th Open de France",26,10,5,4,480,"Rough","Tee","driver","left"
2016-07-01,2,17,4,FALSE,TRUE,828,36,NA,"David Horsey","100th Open de France",26,10,5,4,480,"Green","Fairway","iron","center"
